Data Set 1:Wavelength(nm),Data Set 1:Absorbance
365.7,0.117
366.4,0.113
367.0,0.111
367.7,0.108
368.3,0.106
369.0,0.104
369.7,0.100
370.3,0.098
371.0,0.095
371.6,0.092
372.3,0.088
372.9,0.084
373.6,0.080
374.3,0.079
374.9,0.077
375.6,0.075
376.2,0.072
376.9,0.069
377.6,0.069
378.2,0.066
378.9,0.065
379.5,0.062
380.2,0.060
380.8,0.058
381.5,0.057
382.2,0.056
382.8,0.054
383.5,0.053
384.1,0.053
384.8,0.052
385.5,0.051
386.1,0.048
386.8,0.045
387.4,0.042
388.1,0.040
388.7,0.039
389.4,0.040
390.1,0.039
390.7,0.038
391.4,0.036
392.0,0.035
392.7,0.034
393.4,0.034
394.0,0.033
394.7,0.033
395.3,0.033
396.0,0.032
396.6,0.030
397.3,0.029
398.0,0.029
398.6,0.029
399.3,0.027
399.9,0.026
400.6,0.027
401.3,0.026
401.9,0.026
402.6,0.026
403.2,0.026
403.9,0.026
404.5,0.026
405.2,0.024
405.9,0.024
406.5,0.023
407.2,0.022
407.8,0.022
408.5,0.022
409.2,0.023
409.8,0.023
410.5,0.022
411.1,0.022
411.8,0.023
412.4,0.024
413.1,0.022
413.8,0.020
414.4,0.019
415.1,0.022
415.8,0.022
416.4,0.022
417.1,0.020
417.7,0.021
418.4,0.020
419.1,0.021
419.7,0.021
420.4,0.022
421.0,0.021
421.7,0.020
422.4,0.018
423.0,0.019
423.7,0.017
424.3,0.018
425.0,0.018
425.7,0.021
426.3,0.020
427.0,0.020
427.6,0.019
428.3,0.019
429.0,0.019
429.6,0.018
430.3,0.019
430.9,0.018
431.6,0.018
432.3,0.018
432.9,0.019
433.6,0.020
434.2,0.019
434.9,0.018
435.6,0.018
436.2,0.018
436.9,0.019
437.5,0.019
438.2,0.020
438.9,0.019
439.5,0.019
440.2,0.018
440.8,0.019
441.5,0.019
442.2,0.019
442.8,0.019
443.5,0.019
444.1,0.019
444.8,0.019
445.5,0.019
446.1,0.019
446.8,0.019
447.4,0.019
448.1,0.017
448.8,0.016
449.4,0.016
450.1,0.016
450.8,0.017
451.4,0.017
452.1,0.018
452.7,0.017
453.4,0.017
454.1,0.016
454.7,0.017
455.4,0.018
456.0,0.018
456.7,0.019
457.4,0.017
458.0,0.018
458.7,0.016
459.3,0.018
460.0,0.017
460.7,0.017
461.3,0.017
462.0,0.018
462.6,0.017
463.3,0.016
464.0,0.015
464.6,0.016
465.3,0.018
465.9,0.018
466.6,0.018
467.3,0.017
467.9,0.016
468.6,0.016
469.2,0.015
469.9,0.018
470.6,0.018
471.2,0.018
471.9,0.017
472.5,0.018
473.2,0.018
473.9,0.018
474.5,0.017
475.2,0.016
475.8,0.017
476.5,0.016
477.2,0.017
477.8,0.017
478.5,0.017
479.1,0.017
479.8,0.018
480.5,0.019
481.1,0.019
481.8,0.018
482.4,0.016
483.1,0.017
483.8,0.017
484.4,0.018
485.1,0.017
485.7,0.017
486.4,0.017
487.0,0.017
487.7,0.017
488.3,0.017
489.0,0.016
489.7,0.017
490.3,0.016
491.0,0.017
491.6,0.017
492.3,0.017
492.9,0.016
493.6,0.016
494.2,0.016
494.9,0.016
495.5,0.015
496.2,0.016
496.8,0.017
497.5,0.017
498.2,0.017
498.8,0.016
499.5,0.016
500.1,0.015
500.8,0.016
501.4,0.016
502.1,0.017
502.7,0.016
503.4,0.017
504.0,0.017
504.7,0.016
505.3,0.016
506.0,0.014
506.7,0.014
507.3,0.014
508.0,0.015
508.6,0.016
509.3,0.016
509.9,0.016
510.6,0.015
511.2,0.015
511.9,0.015
512.5,0.016
513.2,0.016
513.8,0.015
514.5,0.015
515.2,0.016
515.8,0.016
516.5,0.016
517.1,0.017
517.8,0.018
518.4,0.019
519.1,0.019
519.7,0.018
520.4,0.017
521.0,0.015
521.7,0.015
522.3,0.015
523.0,0.016
523.7,0.016
524.3,0.016
525.0,0.017
525.6,0.016
526.3,0.016
526.9,0.015
527.6,0.017
528.2,0.017
528.9,0.018
529.5,0.018
530.2,0.016
530.8,0.016
531.5,0.016
532.2,0.017
532.8,0.016
533.5,0.016
534.1,0.016
534.8,0.015
535.4,0.016
536.1,0.016
536.8,0.016
537.4,0.017
538.1,0.017
538.8,0.017
539.5,0.017
540.2,0.016
540.8,0.016
541.5,0.016
542.2,0.016
542.9,0.014
543.6,0.013
544.2,0.015
544.9,0.016
545.6,0.016
546.3,0.015
547.0,0.015
547.6,0.015
548.3,0.016
549.0,0.016
549.7,0.016
550.4,0.016
551.0,0.015
551.7,0.014
552.4,0.014
553.1,0.014
553.8,0.015
554.4,0.014
555.1,0.014
555.8,0.015
556.5,0.016
557.2,0.017
557.8,0.017
558.5,0.017
559.2,0.016
559.9,0.015
560.6,0.016
561.2,0.016
561.9,0.016
562.6,0.015
563.3,0.015
564.0,0.014
564.6,0.015
565.3,0.014
566.0,0.015
566.7,0.015
567.4,0.014
568.0,0.014
568.7,0.015
569.4,0.016
570.1,0.015
570.7,0.015
571.4,0.016
572.1,0.016
572.8,0.016
573.5,0.016
574.1,0.016
574.8,0.015
575.5,0.016
576.2,0.016
576.9,0.017
577.5,0.015
578.2,0.015
578.9,0.015
579.6,0.017
580.3,0.018
580.9,0.017
581.6,0.017
582.3,0.017
583.0,0.017
583.7,0.017
584.3,0.016
585.0,0.016
585.7,0.017
586.4,0.018
587.1,0.017
587.8,0.017
588.4,0.017
589.1,0.016
589.7,0.016
590.4,0.015
591.1,0.015
591.7,0.014
592.4,0.015
593.0,0.015
593.7,0.016
594.4,0.017
595.0,0.017
595.7,0.017
596.4,0.017
597.0,0.018
597.7,0.017
598.3,0.017
599.0,0.016
599.7,0.016
600.3,0.015
601.0,0.016
601.7,0.015
602.3,0.015
603.0,0.016
603.6,0.016
604.3,0.017
605.0,0.016
605.6,0.015
606.3,0.015
607.0,0.016
607.6,0.016
608.3,0.016
608.9,0.016
609.6,0.016
610.3,0.016
610.9,0.015
611.6,0.015
612.3,0.015
612.9,0.015
613.6,0.015
614.2,0.014
614.9,0.015
615.6,0.014
616.2,0.015
616.9,0.014
617.6,0.015
618.2,0.014
618.9,0.014
619.5,0.014
620.2,0.015
620.9,0.015
621.5,0.014
622.2,0.014
622.9,0.014
623.5,0.014
624.2,0.014
624.8,0.014
625.5,0.014
626.2,0.013
626.8,0.013
627.5,0.013
628.2,0.013
628.8,0.013
629.5,0.012
630.1,0.013
630.8,0.014
631.5,0.014
632.1,0.015
632.8,0.014
633.5,0.014
634.1,0.013
634.8,0.013
635.4,0.013
636.1,0.013
636.8,0.013
637.4,0.013
638.1,0.012
638.8,0.012
639.4,0.012
640.1,0.013
640.8,0.013
641.4,0.014
642.1,0.014
642.7,0.013
643.4,0.013
644.0,0.013
644.7,0.013
645.4,0.012
646.0,0.012
646.7,0.013
647.3,0.013
648.0,0.013
648.7,0.012
649.3,0.013
650.0,0.012
650.6,0.012
651.3,0.012
651.9,0.012
652.6,0.012
653.3,0.012
653.9,0.012
654.6,0.012
655.2,0.012
655.9,0.012
656.6,0.012
657.2,0.012
657.9,0.012
658.5,0.012
659.2,0.012
659.8,0.012
660.5,0.012
661.2,0.012
661.8,0.012
662.5,0.012
663.1,0.012
663.8,0.012
664.5,0.012
665.1,0.012
665.8,0.012
666.4,0.012
667.1,0.012
667.8,0.012
668.4,0.012
669.1,0.012
669.8,0.013
670.4,0.012
671.1,0.012
671.8,0.011
672.5,0.011
673.1,0.011
673.8,0.012
674.5,0.012
675.1,0.012
675.8,0.012
676.5,0.012
677.2,0.012
677.8,0.012
678.5,0.012
679.2,0.012
679.9,0.012
680.5,0.012
681.2,0.013
681.9,0.013
682.5,0.013
683.2,0.012
683.9,0.012
684.6,0.012
685.2,0.012
685.9,0.012
686.6,0.012
687.2,0.012
687.9,0.012
688.6,0.012
689.3,0.012
689.9,0.013
690.6,0.012
691.3,0.012
692.0,0.012
692.6,0.012
693.3,0.012
694.0,0.012
694.6,0.012
695.3,0.011
696.0,0.011
696.7,0.012
697.3,0.012
698.0,0.012
698.7,0.012
699.4,0.012
700.0,0.012
700.7,0.012
701.4,0.012
702.0,0.012
702.7,0.012
703.4,0.012
704.1,0.012
704.7,0.012
705.4,0.012
706.1,0.012
706.8,0.012
707.4,0.012
708.1,0.012
708.7,0.012
709.4,0.012
710.1,0.012
710.7,0.012
711.4,0.012
712.0,0.012
712.7,0.012
713.4,0.012
714.0,0.013
714.7,0.012
715.3,0.011
716.0,0.011
716.7,0.012
717.3,0.012
718.0,0.012
718.6,0.012
719.3,0.012
720.0,0.012
720.6,0.012
721.3,0.012
721.9,0.013
722.6,0.013
723.3,0.013
723.9,0.013
724.6,0.013
725.2,0.013
725.9,0.013
726.6,0.013
727.2,0.012
727.9,0.012
728.5,0.012
729.2,0.012
729.9,0.012
730.5,0.012
731.2,0.012
731.8,0.012
732.5,0.013
733.2,0.013
733.8,0.012
734.5,0.012
735.1,0.012
735.8,0.012
736.5,0.013
737.1,0.013
737.8,0.013
738.4,0.013
739.1,0.013
739.8,0.012
740.4,0.013
741.1,0.013
741.9,0.013
742.6,0.012
743.4,0.012
744.1,0.012
744.9,0.012
745.6,0.012
746.4,0.013
747.1,0.013
747.9,0.013
748.6,0.013
749.4,0.013
750.1,0.013
750.9,0.013
751.6,0.013
752.4,0.013
753.1,0.013
753.8,0.013
754.6,0.012
755.3,0.012
756.1,0.013
756.8,0.013
757.6,0.013
758.3,0.012
759.1,0.012
759.8,0.012
760.6,0.012
761.3,0.012
762.1,0.012
762.8,0.012
763.6,0.013
764.3,0.013
765.1,0.013
765.8,0.012
766.6,0.012
767.3,0.011
768.1,0.011
768.8,0.011
769.6,0.011
770.3,0.013
771.1,0.012
771.8,0.012
772.6,0.012
773.3,0.012
774.1,0.012
774.8,0.012
775.6,0.012
776.3,0.013
777.0,0.012
777.8,0.013
778.5,0.013
779.3,0.013
780.0,0.012
780.8,0.012
781.5,0.012
782.3,0.012
783.0,0.013
783.8,0.013
784.5,0.012
785.3,0.013
786.0,0.013
786.8,0.013
787.5,0.012
788.3,0.013
789.0,0.012
789.8,0.012
790.5,0.011
791.3,0.011
792.0,0.012
792.8,0.013
793.5,0.013
794.3,0.013
795.0,0.013
795.8,0.013
796.5,0.013
797.3,0.013
798.0,0.013
798.8,0.012
799.5,0.012
800.2,0.012
801.0,0.012
801.8,0.012
802.4,0.012
803.0,0.012
803.6,0.012
804.2,0.012
804.8,0.012
805.4,0.012
806.0,0.012
806.6,0.012
807.2,0.012
807.8,0.012
808.4,0.012
809.0,0.013
809.6,0.013
810.2,0.012
810.8,0.012
811.4,0.011
812.0,0.012
812.6,0.012
813.2,0.013
813.8,0.012
814.4,0.012
815.0,0.012
815.6,0.012
816.2,0.011
816.8,0.011
817.4,0.010
818.0,0.011
818.6,0.011
819.2,0.011
819.8,0.010
820.4,0.010
821.0,0.011
821.6,0.012
822.2,0.012
822.8,0.011
823.4,0.011
824.0,0.010
824.6,0.010
825.2,0.011
825.8,0.011
826.4,0.011
827.0,0.010
827.6,0.011
828.2,0.011
828.8,0.011
829.4,0.011
830.0,0.011
830.6,0.011
831.2,0.012
831.8,0.012
832.4,0.011
833.0,0.010
833.6,0.011
834.2,0.010
834.8,0.010
835.4,0.011
836.0,0.011
836.6,0.011
837.2,0.011
837.8,0.011
838.4,0.010
839.0,0.010
839.6,0.009
840.2,0.010
840.8,0.010
841.4,0.010
842.0,0.010
842.6,0.010
843.2,0.010
843.8,0.011
844.4,0.010
845.0,0.011
845.6,0.011
846.2,0.011
846.8,0.010
847.4,0.010
848.0,0.011
848.6,0.011
849.2,0.011
849.8,0.010
850.4,0.009
851.0,0.009
851.6,0.009
852.2,0.010
852.8,0.010
853.4,0.010
854.0,0.010
854.6,0.010
855.2,0.011
855.8,0.011
856.4,0.011
857.0,0.010
857.6,0.011
858.2,0.011
858.8,0.011
859.4,0.010
860.0,0.010
860.6,0.010
861.2,0.010
861.8,0.009
862.4,0.009
863.0,0.010
863.6,0.010
864.2,0.010
864.8,0.010
865.4,0.010
866.1,0.010
866.7,0.010
867.3,0.010
867.9,0.010
868.5,0.009
869.1,0.009
869.7,0.010
870.3,0.010
870.9,0.010
871.5,0.010
872.1,0.010
872.7,0.010
873.3,0.010
873.9,0.010
874.5,0.009
875.1,0.009
875.7,0.009
876.3,0.010
876.9,0.009
877.5,0.009
878.1,0.008
878.7,0.009
879.3,0.009
879.9,0.009
880.5,0.010
881.1,0.010
881.7,0.010
882.3,0.008
882.9,0.008
883.5,0.008
884.1,0.009
884.7,0.009
885.3,0.009
885.9,0.009
886.5,0.009
887.1,0.009
887.7,0.009
888.3,0.009
888.9,0.008
889.5,0.008
890.1,0.008
890.7,0.009
891.3,0.009
891.9,0.010
892.5,0.009
893.1,0.009
893.7,0.008
894.3,0.009
894.9,0.009
895.5,0.009
896.1,0.009
896.7,0.009
897.3,0.009
897.9,0.009
898.5,0.009
899.1,0.009
899.7,0.008
